Id,SalePrice
1461,113987.71398915158
1462,157623.52921184702
1463,164498.35281831358
1464,193492.58439845647
1465,184969.99430330237
1466,169975.74074448957
1467,188089.66429340577
1468,166029.92570626966
1469,189918.95440351806
1470,117040.40608616038
1471,188811.1544465568
1472,106016.41803979395
1473,98393.31428628143
1474,148732.44255965488
1475,119283.18084007283
1476,341710.1280326988
1477,236668.9362372739
1478,289734.8303805793
1479,278281.40438803576
1480,461099.9939045858
1481,300823.64576101
1482,202695.6956434782
1483,172816.74739762052
1484,166470.54947112667
1485,198783.2108652207
1486,199666.55708849317
1487,307698.1060321309
1488,231079.65537363774
1489,181718.27247512646
1490,225202.4876777118
1491,198323.09375424913
1492,89330.13853397967
1493,200661.5392157925
1494,291081.94181659754
1495,272314.18236239033
1496,221868.80254417023
1497,170503.2410997283
1498,164658.78810846456
1499,162970.78108517162
1500,159789.31747133963
1501,166264.17833247702
1502,155500.08297982079
1503,286548.7721796396
1504,245050.35131787072
1505,223242.38794573589
1506,197376.12659399753
1507,238535.6256911577
1508,194846.04792012603
1509,155230.5638687245
1510,135359.00940724762
1511,147740.50628451796
1512,174036.08359777107
1513,153656.95642636367
1514,142088.70168821167
1515,184673.24865222152
1516,150976.31693650884
1517,159826.2901054845
1518,132362.16802733517
1519,205211.0126934373
1520,126367.86780375162
1521,119644.82332152313
1522,180783.41136320526
1523,102487.88372231137
1524,120368.42696266521
1525,109101.11490232493
1526,100074.1594817745
1527,101882.62382690198
1528,148457.9280718023
1529,136629.78731573265
1530,197634.91716147028
1531,119609.77382955488
1532,106460.53949308324
1533,158880.74254160223
1534,132067.5233707285
1535,146663.05667285694
1536,113980.40700016604
1537,59172.1655509102
1538,136964.78452676153
1539,198399.26541027686
1540,87426.82742968287
1541,134788.22529832507
1542,132410.90624551676
1543,163539.36206284427
1544,90827.92771404181
1545,108828.1183499442
1546,140416.353022866
1547,130964.97098067327
1548,128420.07899402753
1549,114741.71462984312
1550,127360.46762391103
1551,123628.64803796
1552,128126.51123201035
1553,133852.25379789548
1554,120746.9003148547
1555,153368.14667656762
1556,85487.4272719391
1557,88157.87253010567
1558,107229.60208514276
1559,73642.86894984184
1560,133710.85376382107
1561,116418.62743730446
1562,137674.9860086404
1563,117524.86264126153
1564,154904.9071992624
1565,133813.19187739253
1566,229144.59898465176
1567,79999.24076354792
1568,232042.9570627733
1569,120804.56313583428
1570,149192.95224699288
1571,115376.15302412862
1572,140968.79621169105
1573,224533.72664687905
1574,113112.78192048425
1575,218789.71553393034
1576,254616.57461609782
1577,180412.52205348713
1578,139799.21771651728
1579,129167.53892827629
1580,196832.09763496197
1581,160281.27904325112
1582,128219.73746972282
1583,295501.8098628479
1584,219078.83500323287
1585,144926.20926920202
1586,70739.81286004536
1587,102867.07179650027
1588,145823.68575815237
1589,92538.18288597885
1590,138741.00179365053
1591,89864.02023969656
1592,117850.79814332665
1593,134980.03834601463
1594,128083.98786596513
1595,101381.03388605994
1596,199121.49056869408
1597,159088.0927617182
1598,198416.61133406853
1599,176738.93799322873
1600,175276.98246781912
1601,68110.51829122614
1602,117848.99285691066
1603,77291.23001136325
1604,255347.36669233057
1605,249445.2262935748
1606,168725.60658415122
1607,182031.23895913546
1608,227876.5305682227
1609,182883.60536416262
1610,149009.03004017702
1611,132174.63639657918
1612,169862.66632008392
1613,168149.15712247978
1614,139939.06937381817
1615,98751.9658519486
1616,82286.58837805661
1617,96693.26284419888
1618,121008.04608518342
1619,146591.2424051812
1620,152466.36747531444
1621,129421.59708950228
1622,154007.3171173161
1623,267195.7753001527
1624,206383.3153240839
1625,114936.03529200907
1626,174037.665551289
1627,185115.67983638748
1628,280742.2551041104
1629,170818.64925579156
1630,309203.6642084097
1631,216008.43991074912
1632,217378.68435260153
1633,178131.67209701505
1634,184965.44649291714
1635,185530.53543232777
1636,160333.36400495996
1637,194877.04178107638
1638,193478.57793560086
1639,179594.49627519897
1640,261018.2063586014
1641,176589.7005340238
1642,238130.72784303167
1643,224652.5684438919
1644,229307.94709597505
1645,243712.06720944584
1646,167479.61804375547
1647,164060.88823921766
1648,131122.50654895013
1649,149020.8142882089
1650,110082.43509248963
1651,120236.05173415766
1652,110798.66416229191
1653,111478.25383010194
1654,142230.29050445385
1655,147650.79517434424
1656,141237.47674736535
1657,145138.53078697188
1658,144528.13884062137
1659,123120.59585360467
1660,148559.295172963
1661,445400.20988519146
1662,356918.66129668115
1663,354134.4993843317
1664,485595.08241314284
1665,293681.6573995017
1666,304631.88502287265
1667,351885.2253087993
1668,336107.8989605541
1669,296447.1560235759
1670,331594.9586276657
1671,253987.30944625032
1672,410721.71400835266
1673,290041.87809430796
1674,242204.11807400777
1675,185162.15457672707
1676,188978.1882112408
1677,201567.3036333259
1678,418801.89278719545
1679,348916.02072449133
1680,294686.5055153768
1681,231078.20916272362
1682,289155.4368160046
1683,177850.04718830384
1684,189912.50770948213
1685,184821.36362902372
1686,175020.00611274716
1687,182171.1786330907
1688,197359.45686895392
1689,204142.28447646645
1690,214454.53544467394
1691,202819.02653527338
1692,275905.6369472618
1693,180412.71292792723
1694,185074.88404680125
1695,167776.7720338351
1696,277245.13816719485
1697,174122.65833492132
1698,328268.04963103123
1699,342923.0257547958
1700,239060.18777403547
1701,265794.4403614042
1702,246340.5603213383
1703,251874.71008117322
1704,276759.5095219276
1705,249337.8493027227
1706,377014.99931061507
1707,205997.59477726763
1708,200024.8726432176
1709,274175.5684881162
1710,220045.07730455938
1711,274351.76127578935
1712,255434.20745800226
1713,264118.843772962
1714,217053.50061650362
1715,207010.51241088437
1716,179719.02200598552
1717,183198.64709290856
1718,133775.7659910867
1719,203459.9752519139
1720,257339.36679232662
1721,173011.9226490856
1722,126891.96489141264
1723,161202.42458429578
1724,206007.2397436452
1725,234448.20715465507
1726,188161.35597502845
1727,146640.27060214247
1728,195204.39531473105
1729,161419.2918369971
1730,167943.99590512284
1731,129895.14626197769
1732,132605.46560775608
1733,111592.34154511556
1734,121333.4058773649
1735,147099.08088933525
1736,116970.86171912888
1737,310853.3538264194
1738,231776.10859609806
1739,259018.9607157587
1740,208346.5432502237
1741,186057.70547257861
1742,160958.64996454804
1743,177699.78943305102
1744,299257.3757166883
1745,199582.2168363269
1746,191091.77269147433
1747,215115.32248941326
1748,227344.88516610058
1749,152690.59554326738
1750,126323.6842796507
1751,268191.69040719577
1752,116537.67734950646
1753,145188.69140559324
1754,195808.51756553174
1755,168270.14500816702
1756,134070.07820233188
1757,118265.4066298542
